Country or Territory,Country Code,Indicator Name,Indicator Code,Year,Population,Last5Years,Region,IncomeGroup,Pop15_64_pct,NetMigration,BirthRate,DeathRate
Bulgaria,BGR,"Population, total",SP.POP.TOTL,2024,6444366,TRUE,Europe & Central Asia,High income,63.4952025385603,524,NA,NA
Bahrain,BHR,"Population, total",SP.POP.TOTL,1960,165477,FALSE,Middle East & North Africa,High income,54.6179994259038,1266,49.599,16.281
Bahrain,BHR,"Population, total",SP.POP.TOTL,1961,172346,FALSE,Middle East & North Africa,High income,54.4603458729942,1076,49.249,15.119
Bahrain,BHR,"Population, total",SP.POP.TOTL,1962,179349,FALSE,Middle East & North Africa,High income,54.2085542712811,810,48.741,13.994
Bahrain,BHR,"Population, total",SP.POP.TOTL,1963,186501,FALSE,Middle East & North Africa,High income,53.8259848472662,714,48.075,12.922
Bahrain,BHR,"Population, total",SP.POP.TOTL,1964,193816,FALSE,Middle East & North Africa,High income,53.2971994056218,491,47.381,11.92
Bahrain,BHR,"Population, total",SP.POP.TOTL,1965,200866,FALSE,Middle East & North Africa,High income,52.6826341939402,-415,46.584,10.999
Bahrain,BHR,"Population, total",SP.POP.TOTL,1966,207543,FALSE,Middle East & North Africa,High income,52.0636687337082,-718,45.504,10.131
Bahrain,BHR,"Population, total",SP.POP.TOTL,1967,214189,FALSE,Middle East & North Africa,High income,51.4952950321796,-829,44.3,9.321
Bahrain,BHR,"Population, total",SP.POP.TOTL,1968,219337,FALSE,Middle East & North Africa,High income,51.2244884002435,-3952,43.215,8.637
Bahrain,BHR,"Population, total",SP.POP.TOTL,1969,222469,FALSE,Middle East & North Africa,High income,51.404805624167,-4638,40.654,7.943
Bahrain,BHR,"Population, total",SP.POP.TOTL,1970,224809,FALSE,Middle East & North Africa,High income,51.9333121301018,-4939,38.352,7.335
Bahrain,BHR,"Population, total",SP.POP.TOTL,1971,230733,FALSE,Middle East & North Africa,High income,52.7974914782639,3159,35.545,6.725
Bahrain,BHR,"Population, total",SP.POP.TOTL,1972,242113,FALSE,Middle East & North Africa,High income,53.9309205431359,6190,34.145,6.209
Bahrain,BHR,"Population, total",SP.POP.TOTL,1973,255320,FALSE,Middle East & North Africa,High income,55.1887827040577,6450,33.207,5.743
Bahrain,BHR,"Population, total",SP.POP.TOTL,1974,269038,FALSE,Middle East & North Africa,High income,56.4783478944463,6711,32.36,5.357
Bahrain,BHR,"Population, total",SP.POP.TOTL,1975,283243,FALSE,Middle East & North Africa,High income,57.7415858467817,6900,31.624,5.022
Bahrain,BHR,"Population, total",SP.POP.TOTL,1976,297863,FALSE,Middle East & North Africa,High income,58.9230619445853,6993,30.975,4.73
Bahrain,BHR,"Population, total",SP.POP.TOTL,1977,312823,FALSE,Middle East & North Africa,High income,59.9909533506168,7017,30.341,4.472
Bahrain,BHR,"Population, total",SP.POP.TOTL,1978,328046,FALSE,Middle East & North Africa,High income,60.9446541033879,6974,29.726,4.249
Bahrain,BHR,"Population, total",SP.POP.TOTL,1979,343457,FALSE,Middle East & North Africa,High income,61.7925070787506,6908,29.044,4.042
Bahrain,BHR,"Population, total",SP.POP.TOTL,1980,358978,FALSE,Middle East & North Africa,High income,62.5462249131912,6741,28.385,3.866
Bahrain,BHR,"Population, total",SP.POP.TOTL,1981,373524,FALSE,Middle East & North Africa,High income,63.1197727589124,4523,27.869,3.721
Bahrain,BHR,"Population, total",SP.POP.TOTL,1982,386983,FALSE,Middle East & North Africa,High income,63.533751526231804,3980,27.899,3.618
Bahrain,BHR,"Population, total",SP.POP.TOTL,1983,400707,FALSE,Middle East & North Africa,High income,63.897186722468,4252,28.041,3.533
Bahrain,BHR,"Population, total",SP.POP.TOTL,1984,415154,FALSE,Middle East & North Africa,High income,64.2017610311342,4557,28.196,3.461
Bahrain,BHR,"Population, total",SP.POP.TOTL,1985,430358,FALSE,Middle East & North Africa,High income,64.4239963286337,4657,28.793,3.409
Bahrain,BHR,"Population, total",SP.POP.TOTL,1986,446286,FALSE,Middle East & North Africa,High income,64.5552006507045,4822,29.027,3.36
Bahrain,BHR,"Population, total",SP.POP.TOTL,1987,462854,FALSE,Middle East & North Africa,High income,64.6012947913437,5152,28.608,3.31
Bahrain,BHR,"Population, total",SP.POP.TOTL,1988,479929,FALSE,Middle East & North Africa,High income,64.5640292626618,5294,28.262,3.268
Bahrain,BHR,"Population, total",SP.POP.TOTL,1989,497327,FALSE,Middle East & North Africa,High income,64.4517948434382,5220,27.945,3.227
Bahrain,BHR,"Population, total",SP.POP.TOTL,1990,514797,FALSE,Middle East & North Africa,High income,64.3139570684727,5090,27.14,3.175
Bahrain,BHR,"Population, total",SP.POP.TOTL,1991,503052,FALSE,Middle East & North Africa,High income,64.2383408680905,4562,25.951,3.108
Bahrain,BHR,"Population, total",SP.POP.TOTL,1992,516458,FALSE,Middle East & North Africa,High income,64.367040713028,2768,25.467,3.05
Bahrain,BHR,"Population, total",SP.POP.TOTL,1993,530225,FALSE,Middle East & North Africa,High income,64.7144371230408,2850,24.743,3.014
Bahrain,BHR,"Population, total",SP.POP.TOTL,1994,544366,FALSE,Middle East & North Africa,High income,65.1480572781131,3387,23.411,2.96
Bahrain,BHR,"Population, total",SP.POP.TOTL,1995,558879,FALSE,Middle East & North Africa,High income,65.5930663394142,3842,22.27,2.904
Bahrain,BHR,"Population, total",SP.POP.TOTL,1996,573792,FALSE,Middle East & North Africa,High income,66.0456166929294,4162,21.332,2.846
Bahrain,BHR,"Population, total",SP.POP.TOTL,1997,589115,FALSE,Middle East & North Africa,High income,66.5314380493746,4036,21.026,2.796
Bahrain,BHR,"Population, total",SP.POP.TOTL,1998,604842,FALSE,Middle East & North Africa,High income,67.0381996252608,3733,20.885,2.748
Bahrain,BHR,"Population, total",SP.POP.TOTL,1999,620989,FALSE,Middle East & North Africa,High income,67.5305351936677,3130,21.054,2.701
Bahrain,BHR,"Population, total",SP.POP.TOTL,2000,637582,FALSE,Middle East & North Africa,High income,67.9983960106365,2886,20.431,2.646
Bahrain,BHR,"Population, total",SP.POP.TOTL,2001,661316,FALSE,Middle East & North Africa,High income,68.842447841327,34371,19.082,2.528
Bahrain,BHR,"Population, total",SP.POP.TOTL,2002,710553,FALSE,Middle East & North Africa,High income,70.2082897111463,45952,19.147,2.434
Bahrain,BHR,"Population, total",SP.POP.TOTL,2003,764517,FALSE,Middle East & North Africa,High income,71.669752340757,45571,19.692,2.37
Bahrain,BHR,"Population, total",SP.POP.TOTL,2004,823741,FALSE,Middle East & North Africa,High income,72.9855802222064,45413,19.86,2.313
Bahrain,BHR,"Population, total",SP.POP.TOTL,2005,888822,FALSE,Middle East & North Africa,High income,74.113074788441807,45682,19.354,2.258
Bahrain,BHR,"Population, total",SP.POP.TOTL,2006,960424,FALSE,Middle East & North Africa,High income,75.0772155742204,46615,18.079,2.203
Bahrain,BHR,"Population, total",SP.POP.TOTL,2007,1039295,FALSE,Middle East & North Africa,High income,75.9072919080201,47500,16.962,2.151
Bahrain,BHR,"Population, total",SP.POP.TOTL,2008,1103496,FALSE,Middle East & North Africa,High income,76.6298880133058,47674,16.186,2.103
Bahrain,BHR,"Population, total",SP.POP.TOTL,2009,1178415,FALSE,Middle East & North Africa,High income,77.3103453811257,46467,15.462,2.058
Bahrain,BHR,"Population, total",SP.POP.TOTL,2010,1228543,FALSE,Middle East & North Africa,High income,77.4677641101048,-19329,15.486,2.077
Bahrain,BHR,"Population, total",SP.POP.TOTL,2011,1195020,FALSE,Middle East & North Africa,High income,77.3876548816303,-26107,15.441,2.061
Bahrain,BHR,"Population, total",SP.POP.TOTL,2012,1208964,FALSE,Middle East & North Africa,High income,77.8244401271723,12801,15.438,2.022
Bahrain,BHR,"Population, total",SP.POP.TOTL,2013,1253191,FALSE,Middle East & North Africa,High income,77.7848127947515,35574,15.585,1.984
Bahrain,BHR,"Population, total",SP.POP.TOTL,2014,1314562,FALSE,Middle East & North Africa,High income,77.0440675538981,40815,15.625,2.065
Bahrain,BHR,"Population, total",SP.POP.TOTL,2015,1370322,FALSE,Middle East & North Africa,High income,76.9024568320374,36809,15.36,2.084
Bahrain,BHR,"Population, total",SP.POP.TOTL,2016,1423726,FALSE,Middle East & North Africa,High income,77.3742239109572,46833,14.623,1.983
Bahrain,BHR,"Population, total",SP.POP.TOTL,2017,1501116,FALSE,Middle East & North Africa,High income,77.608595170699,21958,14.071,1.987
Bahrain,BHR,"Population, total",SP.POP.TOTL,2018,1503091,FALSE,Middle East & North Africa,High income,77.3842993458645,-25978,13.641,2.035
Bahrain,BHR,"Population, total",SP.POP.TOTL,2019,1483756,TRUE,Middle East & North Africa,High income,76.895078686694,-31967,13.318,2.104
Bahrain,BHR,"Population, total",SP.POP.TOTL,2020,1472204,TRUE,Middle East & North Africa,High income,76.8265235048484,-5048,12.813,2.586
Bahrain,BHR,"Population, total",SP.POP.TOTL,2021,1504365,TRUE,Middle East & North Africa,High income,77.2446859974956,11882,13.042,2.804
Bahrain,BHR,"Population, total",SP.POP.TOTL,2022,1524693,TRUE,Middle East & North Africa,High income,77.4220895374444,18975,13.282,2.094
Bahrain,BHR,"Population, total",SP.POP.TOTL,2023,1577059,TRUE,Middle East & North Africa,High income,77.3701148429395,20002,12.46,2.089
Bahrain,BHR,"Population, total",SP.POP.TOTL,2024,1588670,TRUE,Middle East & North Africa,High income,77.4298348805279,22699,NA,NA
"Bahamas, The",BHS,"Population, total",SP.POP.TOTL,1960,116317,FALSE,Latin America & Caribbean,High income,55.1742221687286,2290,37.504,8.695
"Bahamas, The",BHS,"Population, total",SP.POP.TOTL,1961,122197,FALSE,Latin America & Caribbean,High income,55.40684304852,2547,37.728,8.457
"Bahamas, The",BHS,"Population, total",SP.POP.TOTL,1962,128493,FALSE,Latin America & Caribbean,High income,55.5787302760862,2729,37.372,8.204
"Bahamas, The",BHS,"Population, total",SP.POP.TOTL,1963,135087,FALSE,Latin America & Caribbean,High income,55.7189070747,2814,36.845,7.966
"Bahamas, The",BHS,"Population, total",SP.POP.TOTL,1964,141528,FALSE,Latin America & Caribbean,High income,55.7956729410435,2129,36.274,7.746
"Bahamas, The",BHS,"Population, total",SP.POP.TOTL,1965,147952,FALSE,Latin America & Caribbean,High income,55.8307959027114,2488,35.87,7.534
"Bahamas, The",BHS,"Population, total",SP.POP.TOTL,1966,154874,FALSE,Latin America & Caribbean,High income,55.8841380735307,2816,35.369,7.352
"Bahamas, The",BHS,"Population, total",SP.POP.TOTL,1967,162267,FALSE,Latin America & Caribbean,High income,55.9731800057929,3123,34.863,7.12
"Bahamas, The",BHS,"Population, total",SP.POP.TOTL,1968,170089,FALSE,Latin America & Caribbean,High income,56.1084376662737,3405,34.098,6.921
"Bahamas, The",BHS,"Population, total",SP.POP.TOTL,1969,177981,FALSE,Latin America & Caribbean,High income,56.2602187873987,3068,33.07,6.73
"Bahamas, The",BHS,"Population, total",SP.POP.TOTL,1970,184982,FALSE,Latin America & Caribbean,High income,56.4115871046564,1517,32.112,6.567
"Bahamas, The",BHS,"Population, total",SP.POP.TOTL,1971,190857,FALSE,Latin America & Caribbean,High income,56.543904598731,825,30.991,6.416
"Bahamas, The",BHS,"Population, total",SP.POP.TOTL,1972,196055,FALSE,Latin America & Caribbean,High income,56.6455841473056,296,29.692,6.316
"Bahamas, The",BHS,"Population, total",SP.POP.TOTL,1973,200791,FALSE,Latin America & Caribbean,High income,56.7682316438486,125,28.431,6.183
"Bahamas, The",BHS,"Population, total",SP.POP.TOTL,1974,205342,FALSE,Latin America & Caribbean,High income,56.9761665903712,164,27.23,6.036
"Bahamas, The",BHS,"Population, total",SP.POP.TOTL,1975,209886,FALSE,Latin America & Caribbean,High income,57.3062455481679,323,26.102,5.857
"Bahamas, The",BHS,"Population, total",SP.POP.TOTL,1976,214501,FALSE,Latin America & Caribbean,High income,57.7648641151694,490,25.181,5.757
"Bahamas, The",BHS,"Population, total",SP.POP.TOTL,1977,219157,FALSE,Latin America & Caribbean,High income,58.3358049252362,586,24.293,5.723
"Bahamas, The",BHS,"Population, total",SP.POP.TOTL,1978,223761,FALSE,Latin America & Caribbean,High income,58.9947734296268,563,23.562,5.745
"Bahamas, The",BHS,"Population, total",SP.POP.TOTL,1979,228230,FALSE,Latin America & Caribbean,High income,59.7173021016126,484,22.866,5.782
"Bahamas, The",BHS,"Population, total",SP.POP.TOTL,1980,232526,FALSE,Latin America & Caribbean,High income,60.46687151787,367,22.346,5.812
"Bahamas, The",BHS,"Population, total",SP.POP.TOTL,1981,236614,FALSE,Latin America & Caribbean,High income,61.201236610605,125,22.075,5.799
"Bahamas, The",BHS,"Population, total",SP.POP.TOTL,1982,240614,FALSE,Latin America & Caribbean,High income,61.9126484743199,160,21.834,5.778
"Bahamas, The",BHS,"Population, total",SP.POP.TOTL,1983,244698,FALSE,Latin America & Caribbean,High income,62.6103143255884,243,21.648,5.759
"Bahamas, The",BHS,"Population, total",SP.POP.TOTL,1984,248863,FALSE,Latin America & Caribbean,High income,63.2804730303962,302,21.433,5.792
"Bahamas, The",BHS,"Population, total",SP.POP.TOTL,1985,253154,FALSE,Latin America & Caribbean,High income,63.9112951010057,469,21.336,5.861
"Bahamas, The",BHS,"Population, total",SP.POP.TOTL,1986,257536,FALSE,Latin America & Caribbean,High income,64.4842575712569,389,21.488,5.964
"Bahamas, The",BHS,"Population, total",SP.POP.TOTL,1987,261935,FALSE,Latin America & Caribbean,High income,64.9687230968047,326,21.663,6.051
"Bahamas, The",BHS,"Population, total",SP.POP.TOTL,1988,266448,FALSE,Latin America & Caribbean,High income,65.3587191497028,413,21.869,6.111
"Bahamas, The",BHS,"Population, total",SP.POP.TOTL,1989,271178,FALSE,Latin America & Caribbean,High income,65.6550943382311,523,22.077,6.133
"Bahamas, The",BHS,"Population, total",SP.POP.TOTL,1990,275945,FALSE,Latin America & Caribbean,High income,65.8434938909817,241,22.208,6.148
"Bahamas, The",BHS,"Population, total",SP.POP.TOTL,1991,280731,FALSE,Latin America & Caribbean,High income,65.9462261025679,412,22.175,6.154
"Bahamas, The",BHS,"Population, total",SP.POP.TOTL,1992,285927,FALSE,Latin America & Caribbean,High income,65.9266176331721,433,23.94,6.23
"Bahamas, The",BHS,"Population, total",SP.POP.TOTL,1993,291339,FALSE,Latin America & Caribbean,High income,65.8151400685455,445,23.007,6.265
"Bahamas, The",BHS,"Population, total",SP.POP.TOTL,1994,296509,FALSE,Latin America & Caribbean,High income,65.7175667517681,454,21.711,6.34
"Bahamas, The",BHS,"Population, total",SP.POP.TOTL,1995,301461,FALSE,Latin America & Caribbean,High income,65.6293848955586,460,21.147,6.438
"Bahamas, The",BHS,"Population, total",SP.POP.TOTL,1996,306268,FALSE,Latin America & Caribbean,High income,65.5465148170883,454,20.44,6.517
"Bahamas, The",BHS,"Population, total",SP.POP.TOTL,1997,310904,FALSE,Latin America & Caribbean,High income,65.481893899554,445,19.768,6.558
"Bahamas, The",BHS,"Population, total",SP.POP.TOTL,1998,315368,FALSE,Latin America & Caribbean,High income,65.4425940488572,437,19.076,6.554
"Bahamas, The",BHS,"Population, total",SP.POP.TOTL,1999,319614,FALSE,Latin America & Caribbean,High income,65.4401872258412,418,18.061,6.522
"Bahamas, The",BHS,"Population, total",SP.POP.TOTL,2000,323835,FALSE,Latin America & Caribbean,High income,65.4919943798539,845,17.254,6.485
"Bahamas, The",BHS,"Population, total",SP.POP.TOTL,2001,327836,FALSE,Latin America & Caribbean,High income,65.5757756927244,290,16.787,6.485
"Bahamas, The",BHS,"Population, total",SP.POP.TOTL,2002,331614,FALSE,Latin America & Caribbean,High income,65.6881193194497,636,16.299,6.499
"Bahamas, The",BHS,"Population, total",SP.POP.TOTL,2003,335618,FALSE,Latin America & Caribbean,High income,65.8489202738236,949,16.024,6.545
"Bahamas, The",BHS,"Population, total",SP.POP.TOTL,2004,339782,FALSE,Latin America & Caribbean,High income,66.0371944364328,1030,15.967,6.654
"Bahamas, The",BHS,"Population, total",SP.POP.TOTL,2005,343894,FALSE,Latin America & Caribbean,High income,66.225930083107,804,16.086,6.721
"Bahamas, The",BHS,"Population, total",SP.POP.TOTL,2006,348375,FALSE,Latin America & Caribbean,High income,66.4317186939361,1735,16.028,6.827
"Bahamas, The",BHS,"Population, total",SP.POP.TOTL,2007,353334,FALSE,Latin America & Caribbean,High income,66.733506068612,1727,16.125,6.948
"Bahamas, The",BHS,"Population, total",SP.POP.TOTL,2008,358120,FALSE,Latin America & Caribbean,High income,67.080354238308,1474,15.831,7.081
"Bahamas, The",BHS,"Population, total",SP.POP.TOTL,2009,362810,FALSE,Latin America & Caribbean,High income,67.3211873983628,1613,15.918,7.202
"Bahamas, The",BHS,"Population, total",SP.POP.TOTL,2010,367478,FALSE,Latin America & Caribbean,High income,67.5305290800117,1898,14.565,7.322
"Bahamas, The",BHS,"Population, total",SP.POP.TOTL,2011,371729,FALSE,Latin America & Caribbean,High income,67.7715486281673,1381,14.273,7.39
"Bahamas, The",BHS,"Population, total",SP.POP.TOTL,2012,375469,FALSE,Latin America & Caribbean,High income,67.9851492597934,1047,14.075,7.457
"Bahamas, The",BHS,"Population, total",SP.POP.TOTL,2013,378953,FALSE,Latin America & Caribbean,High income,68.176396545218,1002,13.902,7.486
"Bahamas, The",BHS,"Population, total",SP.POP.TOTL,2014,382298,FALSE,Latin America & Caribbean,High income,68.3452437627192,1002,13.503,7.596
"Bahamas, The",BHS,"Population, total",SP.POP.TOTL,2015,385346,FALSE,Latin America & Caribbean,High income,68.5149599127019,1002,12.607,7.832
"Bahamas, The",BHS,"Population, total",SP.POP.TOTL,2016,388055,FALSE,Latin America & Caribbean,High income,68.7082131293075,1002,11.983,7.94
"Bahamas, The",BHS,"Population, total",SP.POP.TOTL,2017,390485,FALSE,Latin America & Caribbean,High income,68.9149391141785,1002,11.421,8.12
"Bahamas, The",BHS,"Population, total",SP.POP.TOTL,2018,392717,FALSE,Latin America & Caribbean,High income,69.1191505344172,1002,11.263,8.276
"Bahamas, The",BHS,"Population, total",SP.POP.TOTL,2019,394675,TRUE,Latin America & Caribbean,High income,69.3259888845112,1002,11.195,9.321
"Bahamas, The",BHS,"Population, total",SP.POP.TOTL,2020,395863,TRUE,Latin America & Caribbean,High income,69.5367709747703,0,11.115,9.523
"Bahamas, The",BHS,"Population, total",SP.POP.TOTL,2021,396373,TRUE,Latin America & Caribbean,High income,69.7697623198351,481,11.023,11.259
"Bahamas, The",BHS,"Population, total",SP.POP.TOTL,2022,397538,TRUE,Latin America & Caribbean,High income,69.9966166798939,1001,10.942,8.558
"Bahamas, The",BHS,"Population, total",SP.POP.TOTL,2023,399440,TRUE,Latin America & Caribbean,High income,70.1737805755801,1001,10.852,8.713
"Bahamas, The",BHS,"Population, total",SP.POP.TOTL,2024,401283,TRUE,Latin America & Caribbean,High income,70.3113513405751,1018,NA,NA
Bosnia and Herzegovina,BIH,"Population, total",SP.POP.TOTL,1960,3281381,FALSE,Europe & Central Asia,Upper middle income,58.3679859181241,-6481,34.617,11.2
Bosnia and Herzegovina,BIH,"Population, total",SP.POP.TOTL,1961,3348035,FALSE,Europe & Central Asia,Upper middle income,58.0238919210982,-14655,34.036,10.858
Bosnia and Herzegovina,BIH,"Population, total",SP.POP.TOTL,1962,3407532,FALSE,Europe & Central Asia,Upper middle income,57.8867112786158,-21531,33.028,10.26
Bosnia and Herzegovina,BIH,"Population, total",SP.POP.TOTL,1963,3461942,FALSE,Europe & Central Asia,Upper middle income,57.9096645755475,-22611,31.7,9.926
Bosnia and Herzegovina,BIH,"Population, total",SP.POP.TOTL,1964,3513441,FALSE,Europe & Central Asia,Upper middle income,57.9935963053878,-23922,30.353,9.248
Bosnia and Herzegovina,BIH,"Population, total",SP.POP.TOTL,1965,3562834,FALSE,Europe & Central Asia,Upper middle income,58.109870104828,-24330,29.297,8.837
Bosnia and Herzegovina,BIH,"Population, total",SP.POP.TOTL,1966,3610562,FALSE,Europe & Central Asia,Upper middle income,58.2914100353352,-23196,27.737,8.326
Bosnia and Herzegovina,BIH,"Population, total",SP.POP.TOTL,1967,3656223,FALSE,Europe & Central Asia,Upper middle income,58.5800975487545,-21195,25.99,8.043
Bosnia and Herzegovina,BIH,"Population, total",SP.POP.TOTL,1968,3698794,FALSE,Europe & Central Asia,Upper middle income,59.0138569490488,-20704,24.615,8.009
Bosnia and Herzegovina,BIH,"Population, total",SP.POP.TOTL,1969,3737765,FALSE,Europe & Central Asia,Upper middle income,59.5668212911755,-21229,23.544,7.905
Bosnia and Herzegovina,BIH,"Population, total",SP.POP.TOTL,1970,3773247,FALSE,Europe & Central Asia,Upper middle income,60.1674764466784,-20714,22.277,7.845
Bosnia and Herzegovina,BIH,"Population, total",SP.POP.TOTL,1971,3809376,FALSE,Europe & Central Asia,Upper middle income,60.7632326134254,-15829,22.146,7.878
Bosnia and Herzegovina,BIH,"Population, total",SP.POP.TOTL,1972,3848271,FALSE,Europe & Central Asia,Upper middle income,61.3406593949152,-14807,21.781,7.73
Bosnia and Herzegovina,BIH,"Population, total",SP.POP.TOTL,1973,3887376,FALSE,Europe & Central Asia,Upper middle income,61.9150167105009,-14043,20.935,7.304
Bosnia and Herzegovina,BIH,"Population, total",SP.POP.TOTL,1974,3926472,FALSE,Europe & Central Asia,Upper middle income,62.4892015020099,-14345,20.505,6.854
Bosnia and Herzegovina,BIH,"Population, total",SP.POP.TOTL,1975,3965743,FALSE,Europe & Central Asia,Upper middle income,63.0564688634639,-14348,20.18,6.657
Bosnia and Herzegovina,BIH,"Population, total",SP.POP.TOTL,1976,4004552,FALSE,Europe & Central Asia,Upper middle income,63.6111480135606,-13778,19.744,6.732
Bosnia and Herzegovina,BIH,"Population, total",SP.POP.TOTL,1977,4042124,FALSE,Europe & Central Asia,Upper middle income,64.1556518305723,-11834,18.869,6.835
Bosnia and Herzegovina,BIH,"Population, total",SP.POP.TOTL,1978,4078240,FALSE,Europe & Central Asia,Upper middle income,64.7005693632547,-9382,18.01,7.025
Bosnia and Herzegovina,BIH,"Population, total",SP.POP.TOTL,1979,4113300,FALSE,Europe & Central Asia,Upper middle income,65.2594510490361,-7454,17.372,7.123
Bosnia and Herzegovina,BIH,"Population, total",SP.POP.TOTL,1980,4148426,FALSE,Europe & Central Asia,Upper middle income,65.8325470913546,-7368,17.395,7.051
Bosnia and Herzegovina,BIH,"Population, total",SP.POP.TOTL,1981,4184217,FALSE,Europe & Central Asia,Upper middle income,66.4726080802444,-9384,17.897,7.041
Bosnia and Herzegovina,BIH,"Population, total",SP.POP.TOTL,1982,4221100,FALSE,Europe & Central Asia,Upper middle income,67.1199370874965,-9298,18.347,7.207
Bosnia and Herzegovina,BIH,"Population, total",SP.POP.TOTL,1983,4258728,FALSE,Europe & Central Asia,Upper middle income,67.6382713336001,-9599,18.432,7.364
Bosnia and Herzegovina,BIH,"Population, total",SP.POP.TOTL,1984,4295536,FALSE,Europe & Central Asia,Upper middle income,68.0142710944571,-10321,18.244,7.439
Bosnia and Herzegovina,BIH,"Population, total",SP.POP.TOTL,1985,4330364,FALSE,Europe & Central Asia,Upper middle income,68.2740721419807,-11429,17.75,7.362
Bosnia and Herzegovina,BIH,"Population, total",SP.POP.TOTL,1986,4362115,FALSE,Europe & Central Asia,Upper middle income,68.4573115957154,-12941,17.241,7.41
Bosnia and Herzegovina,BIH,"Population, total",SP.POP.TOTL,1987,4390246,FALSE,Europe & Central Asia,Upper middle income,68.596201670703607,-14853,16.867,7.489
Bosnia and Herzegovina,BIH,"Population, total",SP.POP.TOTL,1988,4414404,FALSE,Europe & Central Asia,Upper middle income,68.7090113080963,-17058,16.438,7.59
Bosnia and Herzegovina,BIH,"Population, total",SP.POP.TOTL,1989,4433983,FALSE,Europe & Central Asia,Upper middle income,68.797407296939,-19634,15.724,7.424
Bosnia and Herzegovina,BIH,"Population, total",SP.POP.TOTL,1990,4448652,FALSE,Europe & Central Asia,Upper middle income,68.8461021450992,-22829,15.41,7.544
Bosnia and Herzegovina,BIH,"Population, total",SP.POP.TOTL,1991,4458343,FALSE,Europe & Central Asia,Upper middle income,68.831450515197,-26483,15.092,7.535
Bosnia and Herzegovina,BIH,"Population, total",SP.POP.TOTL,1992,4234616,FALSE,Europe & Central Asia,Upper middle income,67.8824597082711,-436814,15.342,19.565
Bosnia and Herzegovina,BIH,"Population, total",SP.POP.TOTL,1993,3904482,FALSE,Europe & Central Asia,Upper middle income,66.445677044996,-178416,12.982,19.948
Bosnia and Herzegovina,BIH,"Population, total",SP.POP.TOTL,1994,3725412,FALSE,Europe & Central Asia,Upper middle income,65.6824714041734,-157427,11.972,10.658
Bosnia and Herzegovina,BIH,"Population, total",SP.POP.TOTL,1995,3715564,FALSE,Europe & Central Asia,Upper middle income,65.8926120109071,126914,10.678,9.083
Bosnia and Herzegovina,BIH,"Population, total",SP.POP.TOTL,1996,3875246,FALSE,Europe & Central Asia,Upper middle income,67.0191518164266,173193,11.19,7.751
Bosnia and Herzegovina,BIH,"Population, total",SP.POP.TOTL,1997,4018227,FALSE,Europe & Central Asia,Upper middle income,67.8956788653304,80133,12.443,7.637
Bosnia and Herzegovina,BIH,"Population, total",SP.POP.TOTL,1998,4089356,FALSE,Europe & Central Asia,Upper middle income,68.3912982397108,24335,11.995,7.473
Bosnia and Herzegovina,BIH,"Population, total",SP.POP.TOTL,1999,4130305,FALSE,Europe & Central Asia,Upper middle income,68.7884028889396,25495,10.666,7.381
Bosnia and Herzegovina,BIH,"Population, total",SP.POP.TOTL,2000,4159771,FALSE,Europe & Central Asia,Upper middle income,69.1538225116452,8138,10.231,7.413
Bosnia and Herzegovina,BIH,"Population, total",SP.POP.TOTL,2001,4179438,FALSE,Europe & Central Asia,Upper middle income,69.4526871794725,9055,9.977,7.483
Bosnia and Herzegovina,BIH,"Population, total",SP.POP.TOTL,2002,4188002,FALSE,Europe & Central Asia,Upper middle income,69.6711379709062,-13312,10.11,7.49
Bosnia and Herzegovina,BIH,"Population, total",SP.POP.TOTL,2003,4178523,FALSE,Europe & Central Asia,Upper middle income,69.7782326434484,-27396,10.068,7.488
Bosnia and Herzegovina,BIH,"Population, total",SP.POP.TOTL,2004,4140987,FALSE,Europe & Central Asia,Upper middle income,69.7316364431958,-68008,10.125,7.819
Bosnia and Herzegovina,BIH,"Population, total",SP.POP.TOTL,2005,4096493,FALSE,Europe & Central Asia,Upper middle income,69.6500518858448,-37086,9.81,8.212
Bosnia and Herzegovina,BIH,"Population, total",SP.POP.TOTL,2006,4063272,FALSE,Europe & Central Asia,Upper middle income,69.6823151391293,-38622,9.551,8.883
Bosnia and Herzegovina,BIH,"Population, total",SP.POP.TOTL,2007,4013424,FALSE,Europe & Central Asia,Upper middle income,69.7059543173111,-65335,9.555,9.167
Bosnia and Herzegovina,BIH,"Population, total",SP.POP.TOTL,2008,3947544,FALSE,Europe & Central Asia,Upper middle income,69.6360990990729,-68140,9.533,9.492
Bosnia and Herzegovina,BIH,"Population, total",SP.POP.TOTL,2009,3879794,FALSE,Europe & Central Asia,Upper middle income,69.4958031276918,-68182,9.761,9.593
Bosnia and Herzegovina,BIH,"Population, total",SP.POP.TOTL,2010,3811472,FALSE,Europe & Central Asia,Upper middle income,69.3101863676535,-67228,9.464,9.961
Bosnia and Herzegovina,BIH,"Population, total",SP.POP.TOTL,2011,3741798,FALSE,Europe & Central Asia,Upper middle income,69.1344333839552,-64875,8.865,10.296
Bosnia and Herzegovina,BIH,"Population, total",SP.POP.TOTL,2012,3670113,FALSE,Europe & Central Asia,Upper middle income,69.0044599438137,-66378,8.87,10.712
Bosnia and Herzegovina,BIH,"Population, total",SP.POP.TOTL,2013,3610859,FALSE,Europe & Central Asia,Upper middle income,68.9007380238331,-37002,8.735,11.052
